ลำดับที่,BU,Job,QT, Project Name,Client/Owner,Status,Amount Rev,Start date,End date,Year,month-ended,Quarter,Business unit,monthyear, Value ,Cr.Term range,,,,,,,,,,,
1134,BU 1.1,1.1 Booth & Roadshow,QT23060112,Ivy Caravan 2023_Cup 3 oz.,"One Co.,Ltd",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 56,000.00 ",26-06-23,15-07-23,2023,6,Q2,BU1A,Jul," 322,542.00 ",30-60 วัน,,,,,,,,,,,
1135,BU 1.3,1.3 Logistic,QT23060113,Allergy nutramigen dealer event (transportation),MN (Thailand) Ltd.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 243,320.00 ",24-07-23,25-07-23,2023,7,Q3,BU1A,Jul," 169,675.00 ",60-150 วัน,,,,,,,,,,,
1136,BU 1.3,1.3 Logistic,QT23060113,Allergy nutramigen dealer event (transportation),MN (Thailand) Ltd.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 243,320.00 ",24-07-23,25-07-23,2023,7,Q3,BU1A,Aug," 169,675.00 ",60-150 วัน,,,,,,,,,,,
1137,BU 1.1,1.1 Booth & Roadshow,QT23060114,Cockpit Owner - Activity Support Cockpit 3 Store (Jul 2023) Additional,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 2,349.00 ",26-06-23,26-07-23,2023,6,Q2,BU1B,Jun," 15,444.00 ",30-60 วัน,,,,,,,,,,,
1138,BU 1.1,1.1 Booth & Roadshow,QT23060115,Tidlor open new branch 26 stores,บริษัท เงินเงิน จำกัด (มหาชน),IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 128,352.00 ",08-07-23,29-07-23,2023,7,Q3,BU1A,Jun," 33,600.00 ",30-60 วัน,,,,,,,,,,,
1139,BU 1.1,1.1 Booth & Roadshow,QT23060115,Tidlor open new branch 26 stores,บริษัท เงินเงิน จำกัด (มหาชน),IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 128,352.00 ",08-07-23,29-07-23,2023,7,Q3,BU1A,Jul," 33,600.00 ",30-60 วัน,,,,,,,,,,,
1140,BU 2.1,2.1 PG & BA,QT23060117.1,Ensure PG Cheer @MT 20 Stores on July 23,บริษัท นมผง จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 133,485.00 ",01-07-23,31-07-23,2023,7,Q3,BU2B,Sep," 169,675.00 ",60-150 วัน,,,,,,,,,,,
1141,BU 2.1,2.1 PG & BA,QT23060117.2,Ensure PG Cheer @MT 20 Stores Aug 23,บริษัท นมผง จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 129,745.00 ",01-08-23,31-08-23,2023,8,Q3,BU2B,Jul," 118,997.32 ",60-150 วัน,,,,,,,,,,,
1142,BU 2.1,2.1 PG & BA,QT23060117.3,Ensure PG Cheer @MT 20 Stores Sep 23,บริษัท นมผง จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 116,985.00 ",01-09-23,30-09-23,2023,9,Q3,BU2B,Aug," 118,997.32 ",60-150 วัน,,,,,,,,,,,
1143,BU 2.1,2.1 PG & BA,QT23060117.4,Ensure PG Cheer @MT 20 Stores Oct 23,บริษัท นมผง จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 104,225.00 ",01-10-23,31-10-23,2023,10,Q4,BU2B,Sep," 118,997.32 ",60-150 วัน,,,,,,,,,,,
1144,BU 2.1,2.1 PG & BA,QT23060117.4,Ensure PG Cheer @MT 20 Stores Oct 23,บริษัท นมผง จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 104,225.00 ",01-10-23,31-10-23,2023,10,Q4,BU2B,Oct," 104,225.00 ",60-150 วัน,,,,,,,,,,,
1145,BU 1.2,1.2 Event,QT23060118,Cockpit_Openshop Salaya Sai 5 - Pre-PR,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 81,000.00 ",26-06-23,14-07-23,2023,6,Q2,BU1B,Jun," 23,230.42 ",30-60 วัน,,,,,,,,,,,
1146,BU 3.1,3.1 Key Account,QT23060119,Eucerin Heathcare Delivery product,"BD (Thailand) Co.,Ltd",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 40,232.00 ",29-06-23,29-06-23,2023,6,Q2,BU1B,Sep," 500,000.00 ",30-60 วัน,,,,,,,,,,,
1147,BU 1.2,1.2 Event,QT23060121,Cockpit_Openshop Salaya Sai 5,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 209,140.00 ",13-07-23,16-07-23,2023,7,Q3,BU1B,Sep," 472,285.00 ",30-60 วัน,,,,,,,,,,,
1148,BU 2.1,2.1 PG & BA,QT23060142,Additional PC Cheer Tyson Makro (ผลิตบูท และ หม้อทอด),บริษัท ที (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 41,800.00 ",05-07-23,09-07-23,2023,7,Q3,BU2A,Jul," 128,352.00 ",30-60 วัน,,,,,,,,,,,
1149,BU 1.1,1.1 Booth & Roadshow,QT23060146,Cockpit Owner- Stand Cut out Size 1.2x2.4 m ( 49 Store)-Additional,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 17,304.80 ",24-06-23,28-06-23,2023,6,Q2,BU1B,Sep," 116,985.00 ",30-60 วัน,,,,,,,,,,,
1150,BU 2.4,2.4 Merchandiser CVS share service,QT23060163.1,Coffee Dreamy CVS Share (BKK+GBKK+UPC) on Aug 23,บริษัท  ฟู้ด  จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 167,022.59 ",01-08-23,31-08-23,2023,8,Q3,BU2B,Jul," 123,604.80 ",30-60 วัน,,,,,,,,,,,
1151,BU 2.4,2.4 Merchandiser CVS share service,QT23060163.2,Coffee Dreamy CVS Share (BKK+GBKK+UPC) on Sep 23,บริษัท  ฟู้ด  จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 167,022.59 ",16-09-23,15-10-23,2023,9,Q3,BU2B,Jul," 49,076.70 ",30-60 วัน,,,,,,,,,,,
1152,BU 2.4,2.4 Merchandiser CVS share service,QT23060163.3,Coffee Dreamy CVS Share (BKK+GBKK+UPC) on Oct 23,บริษัท  ฟู้ด  จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 261,984.94 ",01-10-23,31-10-23,2023,10,Q4,BU2B,Jul," 7,054.47 ",30-60 วัน,,,,,,,,,,,
1153,BU 2.4,2.4 Merchandiser CVS share service,QT23060163.3,Coffee Dreamy CVS Share (BKK+GBKK+UPC) on Oct 23,บริษัท  ฟู้ด  จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 261,984.94 ",01-10-23,31-10-23,2023,10,Q4,BU2B,Oct," 261,984.94 ",30-60 วัน,,,,,,,,,,,
1154,BU 2.4,2.4 Merchandiser CVS share service,QT23060163.4,Coffee Dreamy CVS Share (BKK+GBKK+UPC) on Nov 23,บริษัท  ฟู้ด  จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 261,984.94 ",01-11-23,30-11-23,2023,11,Q4,BU2B,Jul," 4,195.50 ",30-60 วัน,,,,,,,,,,,
1155,BU 2.4,2.4 Merchandiser CVS share service,QT23060163.4,Coffee Dreamy CVS Share (BKK+GBKK+UPC) on Nov 23,บริษัท  ฟู้ด  จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 261,984.94 ",01-11-23,30-11-23,2023,11,Q4,BU2B,Nov," 261,984.94 ",30-60 วัน,,,,,,,,,,,
1156,BU 2.4,2.4 Merchandiser CVS share service,QT23060163.5,Coffee Dreamy CVS Share (BKK+GBKK+UPC) on Dec 23,บริษัท  ฟู้ด  จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 261,984.94 ",01-12-23,31-12-23,2023,12,Q4,BU2B,Jul," 15,720.90 ",30-60 วัน,,,,,,,,,,,
1157,BU 2.4,2.4 Merchandiser CVS share service,QT23060163.5,Coffee Dreamy CVS Share (BKK+GBKK+UPC) on Dec 23,บริษัท  ฟู้ด  จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 261,984.94 ",01-12-23,31-12-23,2023,12,Q4,BU2B,Dec," 261,984.94 ",30-60 วัน,,,,,,,,,,,
1158,BU 1.2,1.2 Event,QT23060167,Eucerin Anti Acne Mark Serum Event at Eveandboy [Jul - Sep 2023],บริษัท อีฟอีฟ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 604,780.00 ",01-07-23,30-09-23,2023,7,Q3,BU1B,Jul," 47,645.28 ",30-60 วัน,,,,,,,,,,,
1159,BU 1.2,1.2 Event,QT23060168,Eucerin Anti Acne Mark Serum Event at Beautrium [Jul - Sep 2023],บริษัท บิวตี้จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 257,840.00 ",01-07-23,30-09-23,2023,7,Q3,BU1B,Jul," 41,800.00 ",30-60 วัน,,,,,,,,,,,
1160,BU 1.1,1.1 Booth & Roadshow,QT23060169,WAC Royalty Program on June 23 Additional Cost,บริษัท เอส มาร์เก็ตติ้ง จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,164.00 ",29-06-23,29-06-23,2023,6,Q2,BU1A,Jun," 12,657.78 ",30-60 วัน,,,,,,,,,,,
1161,BU 1.1,1.1 Booth & Roadshow,QT23060169,WAC Royalty Program on June 23 Additional Cost,บริษัท เอส มาร์เก็ตติ้ง จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,164.00 ",29-06-23,29-06-23,2023,6,Q2,BU1A,Jul," 123,413.33 ",30-60 วัน,,,,,,,,,,,
1162,BU 1.1,1.1 Booth & Roadshow,QT23060169,WAC Royalty Program on June 23 Additional Cost,บริษัท เอส มาร์เก็ตติ้ง จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,164.00 ",29-06-23,29-06-23,2023,6,Q2,BU1A,Aug," 63,288.89 ",30-60 วัน,,,,,,,,,,,
1163,BU 1.1,1.1 Booth & Roadshow,QT23060170, Activity Support Cockpit Hua Hin - Booth 1-9 Jul 2023,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 19,872.00 ",01-07-23,09-07-23,2023,7,Q3,BU1B,Jul," 30,413.49 ",30-60 วัน,,,,,,,,,,,
1164,BU 1.1,1.1 Booth & Roadshow,QT23060171,Activity Support Car Parade - 3 จังหวัด (Jul 2023),บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 59,940.00 ",14-07-23,23-07-23,2023,7,Q3,BU1B,Jul," 34,664.40 ",30-60 วัน,,,,,,,,,,,
1165,BU 2.4,2.4 Merchandiser CVS share service,QT23060172.1,THAI NAKRON CVS Share (BKK+GBKK+UPC) Aug 23,บริษัท ทีทีเอ็น เฮลท์แคร์ จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 290,000.00 ",01-08-23,31-08-23,2023,8,Q3,BU2B,Jun," 17,304.80 ",30-60 วัน,,,,,,,,,,,
1166,BU 2.4,2.4 Merchandiser CVS share service,QT23060172.2,THAI NAKRON CVS Share (BKK+GBKK+UPC) Sep 23,บริษัท ทีทีเอ็น เฮลท์แคร์ จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 290,000.00 ",16-09-23,15-10-23,2023,9,Q3,BU2B,Jul," 7,101.87 ",30-60 วัน,,,,,,,,,,,
1167,BU 2.4,2.4 Merchandiser CVS share service,QT23060172.3,THAI NAKRON CVS Share (BKK+GBKK+UPC) Oct 23,บริษัท ทีทีเอ็น เฮลท์แคร์ จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 290,000.00 ",01-10-23,31-10-23,2023,10,Q4,BU2B,Jul," 14,180.55 ",30-60 วัน,,,,,,,,,,,
1168,BU 2.4,2.4 Merchandiser CVS share service,QT23060172.3,THAI NAKRON CVS Share (BKK+GBKK+UPC) Oct 23,บริษัท ทีทีเอ็น เฮลท์แคร์ จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 290,000.00 ",01-10-23,31-10-23,2023,10,Q4,BU2B,Oct," 290,000.00 ",30-60 วัน,,,,,,,,,,,
1169,BU 2.4,2.4 Merchandiser CVS share service,QT23060172.4,THAI NAKRON CVS Share (BKK+GBKK+UPC) Nov 23,บริษัท ทีทีเอ็น เฮลท์แคร์ จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 290,000.00 ",01-11-23,30-11-23,2023,11,Q4,BU2B,Jul," 9,652.98 ",30-60 วัน,,,,,,,,,,,
1170,BU 2.4,2.4 Merchandiser CVS share service,QT23060172.4,THAI NAKRON CVS Share (BKK+GBKK+UPC) Nov 23,บริษัท ทีทีเอ็น เฮลท์แคร์ จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 290,000.00 ",01-11-23,30-11-23,2023,11,Q4,BU2B,Nov," 290,000.00 ",30-60 วัน,,,,,,,,,,,
1171,BU 2.4,2.4 Merchandiser CVS share service,QT23060172.5,THAI NAKRON CVS Share (BKK+GBKK+UPC) Dec 23,บริษัท ทีทีเอ็น เฮลท์แคร์ จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 290,000.00 ",01-12-23,31-12-23,2023,12,Q4,BU2B,Jul," 10,449.72 ",30-60 วัน,,,,,,,,,,,
1172,BU 2.4,2.4 Merchandiser CVS share service,QT23060172.5,THAI NAKRON CVS Share (BKK+GBKK+UPC) Dec 23,บริษัท ทีทีเอ็น เฮลท์แคร์ จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 290,000.00 ",01-12-23,31-12-23,2023,12,Q4,BU2B,Dec," 290,000.00 ",30-60 วัน,,,,,,,,,,,
1173,BU 2.3,2.3 Merchandiser&RO Share service,QT23060173,ADDITIONAL AMPAWA จัดส่งละติดตั้ง POSM @TT 36 STORES,บริษัท เอเซีย อุตสาหกรรม จำกัด  ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 6,888.00 ",15-07-23,31-07-23,2023,7,Q3,BU2B,Jul," 28,130.88 ",30-60 วัน,,,,,,,,,,,
1174,BU 3.3,3.3 Key Account,QT23060176.1,GSK PG Permanent (VMS) 1-15 July 2023,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 221,545.78 ",01-07-23,15-07-23,2023,7,Q3,BU2A,Jul," 14,505.72 ",60-150 วัน,,,,,,,,,,,
1175,BU 3.3,3.3 Key Account,QT23060176.10,Commission PG GSK Permanent (VMS) on Nov 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 407,864.33 ",01-11-23,30-11-23,2023,11,Q4,BU2A,Jul," 2,684.76 ",60-150 วัน,,,,,,,,,,,
1176,BU 3.3,3.3 Key Account,QT23060176.10,Commission PG GSK Permanent (VMS) on Nov 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 407,864.33 ",01-11-23,30-11-23,2023,11,Q4,BU2A,Nov," 407,864.33 ",60-150 วัน,,,,,,,,,,,
1177,BU 3.3,3.3 Key Account,QT23060176.11,GSK PG Permanent (VMS) 16 Nov - 15 Dec2023,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 424,611.55 ",16-11-23,15-12-23,2023,11,Q4,BU2A,Jul," 7,887.36 ",60-150 วัน,,,,,,,,,,,
1178,BU 3.3,3.3 Key Account,QT23060176.11,GSK PG Permanent (VMS) 16 Nov - 15 Dec2023,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 424,611.55 ",16-11-23,15-12-23,2023,11,Q4,BU2A,Nov," 221,545.78 ",60-150 วัน,,,,,,,,,,,
1179,BU 3.3,3.3 Key Account,QT23060176.11,GSK PG Permanent (VMS) 16 Nov - 15 Dec2023,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 424,611.55 ",16-11-23,15-12-23,2023,11,Q4,BU2A,Dec," 221,545.78 ",60-150 วัน,,,,,,,,,,,
1180,BU 3.3,3.3 Key Account,QT23060176.12,Commission PG GSK Permanent (VMS) on Dec 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 407,864.33 ",01-12-23,31-12-23,2023,12,Q4,BU2A,Jul," 20,140.32 ",60-150 วัน,,,,,,,,,,,
1181,BU 3.3,3.3 Key Account,QT23060176.12,Commission PG GSK Permanent (VMS) on Dec 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 407,864.33 ",01-12-23,31-12-23,2023,12,Q4,BU2A,Dec," 407,864.33 ",60-150 วัน,,,,,,,,,,,
1182,BU 3.3,3.3 Key Account,QT23060176.13,GSK PG Permanent (VMS) 16 Dec 2023- 15 Jan 24,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 443,091.56 ",16-12-23,15-01-24,2023,12,Q4,BU2A,Jul," 3,027.84 ",60-150 วัน,,,,,,,,,,,
1183,BU 3.3,3.3 Key Account,QT23060176.13,GSK PG Permanent (VMS) 16 Dec 2023- 15 Jan 24,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 443,091.56 ",16-12-23,15-01-24,2023,12,Q4,BU2A,Dec," 221,545.78 ",60-150 วัน,,,,,,,,,,,
1184,BU 3.3,3.3 Key Account,QT23060176.2,Commission PG GSK Permanent (VMS) on July 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 407,864.33 ",01-07-23,31-07-23,2023,7,Q3,BU2A,Jul," 3,251.58 ",60-150 วัน,,,,,,,,,,,
1185,BU 3.3,3.3 Key Account,QT23060176.3,GSK PG Permanent (VMS) 16 July -15 Aug  2023,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 431,651.55 ",16-07-23,15-08-23,2023,7,Q3,BU2A,Jul," 36,507.51 ",60-150 วัน,,,,,,,,,,,
1186,BU 3.3,3.3 Key Account,QT23060176.4,Commission PG GSK Permanent (VMS) on Aug 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 407,864.33 ",01-08-23,31-08-23,2023,8,Q3,BU2A,Jul," 14,619.51 ",60-150 วัน,,,,,,,,,,,
1187,BU 3.3,3.3 Key Account,QT23060176.5,GSK PG Permanent (VMS) 16 Aug-15 Sep  2023,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 423,733.75 ",16-08-23,15-09-23,2023,8,Q3,BU2A,Jul," 4,253.76 ",60-150 วัน,,,,,,,,,,,
1188,BU 3.3,3.3 Key Account,QT23060176.6,Commission PG GSK Permanent (VMS) on Sep 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 407,864.33 ",01-09-23,30-09-23,2023,9,Q3,BU2A,Aug," 167,022.59 ",60-150 วัน,,,,,,,,,,,
1189,BU 3.3,3.3 Key Account,QT23060176.7,GSK PG Permanent (VMS) 16 Sep-15 Oct 2023,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 443,091.56 ",16-09-23,15-10-23,2023,9,Q3,BU2A,Sep," 167,022.59 ",60-150 วัน,,,,,,,,,,,
1190,BU 3.3,3.3 Key Account,QT23060176.7,GSK PG Permanent (VMS) 16 Sep-15 Oct 2023,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 443,091.56 ",16-09-23,15-10-23,2023,9,Q3,BU2A,Oct," 221,545.78 ",60-150 วัน,,,,,,,,,,,
1191,BU 3.3,3.3 Key Account,QT23060176.8,Commission PG GSK Permanent (VMS) on Oct 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 407,864.33 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Oct," 407,864.33 ",60-150 วัน,,,,,,,,,,,
1192,BU 3.3,3.3 Key Account,QT23060176.9,GSK PG Permanent (VMS) 16 Oct- 15 Nov 2023,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 424,611.55 ",16-10-23,15-11-23,2023,10,Q4,BU2A,Oct," 221,545.78 ",60-150 วัน,,,,,,,,,,,
1193,BU 3.3,3.3 Key Account,QT23060176.9,GSK PG Permanent (VMS) 16 Oct- 15 Nov 2023,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 424,611.55 ",16-10-23,15-11-23,2023,10,Q4,BU2A,Nov," 221,545.78 ",60-150 วัน,,,,,,,,,,,
1194,BU 1.1,1.1 Booth & Roadshow,QT23060180,DMP Booth Activity @Big C Bangpli Staff & Transportation for Set up Additional,BJ Public Company Limited,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,135.00 ",30-06-23,02-07-23,2023,6,Q2,BU1A,Jul," 17,856.39 ",30-60 วัน,,,,,,,,,,,
1195,BU 1.1,1.1 Booth & Roadshow,QT23060181,DMP Booth Activity @Big C Bangpli Staff & Transportation for Dismentle Additional,BJ Public Company Limited,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,135.00 ",30-06-23,02-07-23,2023,6,Q2,BU1A,Jul," 201,593.33 ",30-60 วัน,,,,,,,,,,,
1196,BU 1.1,1.1 Booth & Roadshow,QT23060181,DMP Booth Activity @Big C Bangpli Staff & Transportation for Dismentle Additional,BJ Public Company Limited,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,135.00 ",30-06-23,02-07-23,2023,6,Q2,BU1A,Aug," 244,053.33 ",30-60 วัน,,,,,,,,,,,
1197,BU 1.1,1.1 Booth & Roadshow,QT23060181,DMP Booth Activity @Big C Bangpli Staff & Transportation for Dismentle Additional,BJ Public Company Limited,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,135.00 ",30-06-23,02-07-23,2023,6,Q2,BU1A,Sep," 244,053.33 ",30-60 วัน,,,,,,,,,,,
1198,BU 1.1,1.1 Booth & Roadshow,QT23060182,DMP Booth Activity @Lotus Ramindra Staff & Transportation for Set up Additional,BJ Public Company Limited,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,135.00 ",01-07-23,31-07-23,2023,7,Q3,BU1A,Jul," 106,800.00 ",30-60 วัน,,,,,,,,,,,
1199,BU 1.1,1.1 Booth & Roadshow,QT23060182,DMP Booth Activity @Lotus Ramindra Staff & Transportation for Set up Additional,BJ Public Company Limited,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,135.00 ",01-07-23,31-07-23,2023,7,Q3,BU1A,Aug," 106,800.00 ",30-60 วัน,,,,,,,,,,,
1200,BU 1.1,1.1 Booth & Roadshow,QT23060182,DMP Booth Activity @Lotus Ramindra Staff & Transportation for Set up Additional,BJ Public Company Limited,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,135.00 ",01-07-23,31-07-23,2023,7,Q3,BU1A,Sep," 106,800.00 ",30-60 วัน,,,,,,,,,,,
1201,BU 1.1,1.1 Booth & Roadshow,QT23060183,DMP Booth Activity @Lotus Ramindra Staff & Transportation for Dismentle Additional,BJ Public Company Limited,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,135.00 ",01-08-23,31-08-23,2023,8,Q3,BU1A,Jun," 3,164.00 ",30-60 วัน,,,,,,,,,,,
1202,BU 1.1,1.1 Booth & Roadshow,QT23060185,Cockpit Owner Re-inkjet at Cockpit  เพชรเกษม 2,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 5,562.00 ",17-07-23,17-07-23,2023,7,Q3,BU1B,Jul," 59,940.00 ",30-60 วัน,,,,,,,,,,,
1203,BU 3.2,3.2 Key Account,QT23060186,ค่าผลิตถ้วยชิม 3 ออนซ์ ,บริษัท น้ำตาล จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 159,000.00 ",01-07-23,31-07-23,2023,7,Q3,BU2A,Aug," 290,000.00 ",30-60 วัน,,,,,,,,,,,
